,,,,,,,,,,,Census,2010 Based Population Forecasts,,,,2020 Census Data
51,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3186,3343,3497,3647,,
52,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4147,4352,4552,4747,,
53,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3087,3239,3388,3534,,
54,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3023,3172,3318,3461,,
55,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2194,2302,2408,2512,,
56,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3894,4086,4274,4458,,
57,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,1667,1749,1830,1908,,
58,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3454,3625,3791,3954,,
59,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,1178,1237,1293,1349,,
60,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3773,3959,4141,4319,,
61,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,3447,3617,3783,3946,,
62,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2391,2509,2624,2737,,
63,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,2948,3094,3236,3375,,
64,Stamford,2,135,Fairfield,118,WestCOG,1,SWRMPO,1,,4168,4374,4575,4771,,
1799,Sterling,168,136,Windham,812,NECCOG,15,NECCOG,R,,1033,1198,1359,1516,,
1800,Sterling,168,136,Windham,812,NECCOG,15,NECCOG,R,,1699,1970,2235,2494,,
1801,Sterling,168,136,Windham,812,NECCOG,15,NECCOG,R,,464,539,610,681,,
1802,Sterling,168,136,Windham,812,NECCOG,15,NECCOG,R,,634,735,834,931,,
1723,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1916,1988,2058,2127,,
1724,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,886,919,952,984,,
1725,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1608,1669,1727,1785,,
1726,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1439,1493,1546,1598,,
1727,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,2650,2750,2847,2941,,
1728,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,851,883,914,945,,
1729,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,2001,2076,2150,2222,,
1730,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1592,1652,1710,1768,,
1731,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,451,468,486,501,,
1732,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,545,566,585,605,,
1733,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1022,1060,1098,1135,,
1734,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1307,1356,1404,1451,,
1735,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,663,688,712,736,,
1736,Stonington,156,137,New London,619,SCCOG,13,SCCOG,13,,1614,1675,1734,1792,,
498,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2566,2573,2579,2585,,
499,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2145,2151,2156,2161,,
500,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,746,748,750,751,,
501,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2748,2756,2762,2768,,
502,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2095,2101,2106,2110,,
503,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,4298,4309,4320,4328,,
504,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2005,2011,2015,2020,,
505,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2795,2803,2809,2815,,
506,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1209,1212,1216,1218,,
507,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1335,1339,1342,1345,,
508,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1932,1937,1942,1946,,
509,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,739,741,743,744,,
510,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2447,2454,2460,2465,,
511,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3,3,3,3,,
512,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,321,322,323,323,,
513,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3505,3514,3523,3531,,
514,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1443,1447,1450,1454,,
515,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1470,1474,1478,1481,,
516,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2921,2929,2936,2942,,
517,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2008,2014,2018,2023,,
518,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2691,2698,2705,2711,,
519,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1648,1653,1656,1660,,
520,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,2140,2146,2151,2156,,
521,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1443,1447,1450,1454,,
522,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,1256,1259,1262,1265,,
523,Stratford,48,138,Fairfield,119,MetroCOG,7,GBVMPO,7,,3475,3484,3493,3500,,
1117,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,2772,3112,3444,3769,,
1118,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,4725,5305,5871,6425,,
1119,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,1835,2060,2280,2495,,
1120,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,1786,2005,2219,2429,,
1121,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,1169,1314,1453,1590,,
1122,Suffield,89,139,Hartford,225,CRCOG,10,CRCOG,10,,3448,3871,4284,4689,,
393,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1530,1624,1715,1805,,
394,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1733,1839,1943,2043,,
395,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1116,1184,1251,1316,,
396,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,428,455,480,505,,
397,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,929,986,1041,1096,,
398,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,544,577,610,642,,
399,Thomaston,41,140,Litchfield,320,NVCOG,5,CNVRMPO,5,,1607,1705,1801,1896,,
1771,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,2210,2302,2392,2480,,
1772,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,2768,2884,2996,3106,,
1773,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,1468,1529,1589,1648,,
1774,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,1468,1529,1589,1648,,
1775,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,1206,1256,1305,1354,,
1776,Thompson,164,141,Windham,813,NECCOG,15,NECCOG,R,,338,353,367,379,,
1570,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,2998,3318,3630,3936,,
1571,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,2385,2640,2888,3131,,
1572,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,1748,1935,2117,2295,,
1573,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,2187,2420,2648,2871,,
1574,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,1164,1288,1409,1528,,
1575,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,1870,2070,2264,2455,,
1576,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,919,1017,1113,1208,,
1577,Tolland,137,142,Tolland,710,CRCOG,10,CRCOG,10,,1781,1971,2157,2338,,
373,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2694,2814,2931,3045,,
374,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,886,926,964,1003,,
375,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,941,983,1024,1064,,
376,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1373,1434,1494,1552,,
377,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1928,2014,2097,2179,,
378,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1269,1325,1381,1434,,
379,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1436,1500,1562,1623,,
380,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2339,2443,2545,2644,,
381,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,3039,3174,3306,3435,,
382,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2013,2103,2190,2275,,
383,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2000,2089,2176,2261,,
384,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,1399,1461,1522,1581,,
385,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,3335,3483,3628,3770,,
386,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,2105,2199,2290,2379,,
387,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,5212,5444,5669,5892,,
388,Torrington,39,143,Litchfield,321,NHCOG,3,NHCOG,R,,4414,4610,4801,4990,,
432,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2115,2168,2220,2271,,
433,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2505,2568,2630,2690,,
434,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1294,1328,1359,1390,,
435,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2376,2436,2494,2552,,
436,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2224,2280,2335,2388,,
437,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1687,1730,1771,1812,,
438,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3231,3313,3392,3470,,
439,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2316,2374,2431,2487,,
440,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2933,3007,3079,3150,,
441,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3506,3594,3681,3765,,
442,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1491,1529,1565,1601,,
443,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1840,1886,1932,1976,,
444,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,3784,3879,3973,4064,,
445,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,2768,2838,2906,2973,,
446,Trumbull,46,144,Fairfield,120,MetroCOG,7,GBVMPO,7,,1948,1997,2045,2092,,
1582,Union,139,145,Tolland,711,NECCOG,15,NECCOG,R,,331,366,402,436,,
1583,Union,139,145,Tolland,711,NECCOG,15,NECCOG,R,,110,122,133,145,,
1584,Union,139,145,Tolland,711,NECCOG,15,NECCOG,R,,209,232,254,275,,
1585,Union,139,145,Tolland,711,NECCOG,15,NECCOG,R,,204,226,247,268,,
1443,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,1298,1314,1330,1345,,
1444,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,4235,4288,4339,4389,,
1445,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2980,3017,3053,3088,,
1446,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,1203,1218,1232,1247,,
1447,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2782,2817,2850,2883,,
1448,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2251,2279,2306,2333,,
1449,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2144,2171,2197,2222,,
1450,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2687,2720,2753,2785,,
1451,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2311,2340,2368,2395,,
1452,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,1871,1894,1917,1939,,
1453,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,439,444,450,455,,
1454,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,1118,1132,1145,1159,,
1455,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,2127,2153,2179,2204,,
1456,Vernon,116,146,Tolland,712,CRCOG,10,CRCOG,10,,1733,1754,1775,1796,,
1803,Voluntown,169,147,New London,620,NECCOG,15,NECCOG,R,,709,788,865,941,,
1804,Voluntown,169,147,New London,620,NECCOG,15,NECCOG,R,,857,952,1046,1137,,
1805,Voluntown,169,147,New London,620,NECCOG,15,NECCOG,R,,509,566,621,675,,
1806,Voluntown,169,147,New London,620,NECCOG,15,NECCOG,R,,528,587,644,700,,
938,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1806,1900,1992,2082,,
939,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2339,2461,2580,2697,,
940,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1848,1945,2039,2131,,
941,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1782,1875,1966,2055,,
942,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2646,2784,2919,3051,,
943,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1072,1128,1184,1236,,
944,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1523,1603,1680,1756,,
945,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2321,2442,2560,2676,,
946,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2280,2399,2515,2629,,
947,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,3421,3600,3774,3945,,
948,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,711,748,785,821,,
949,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1074,1130,1185,1238,,
950,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2879,3029,3176,3320,,
951,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2796,2942,3084,3224,,
952,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2217,2333,2446,2556,,
953,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2732,2875,3014,3150,,
954,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2956,3110,3261,3409,,
955,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2678,2818,2954,3088,,
956,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,2292,2412,2528,2643,,
957,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1319,1388,1455,1521,,
958,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1219,1283,1345,1406,,
959,Wallingford,79,148,New Haven,523,SCRCOG,8,SCRCOG,8,,1224,1288,1350,1411,,
222,Warren,18,149,Litchfield,322,NHCOG,3,NHCOG,R,,552,601,649,696,,
223,Warren,18,149,Litchfield,322,NHCOG,3,NHCOG,R,,432,470,508,545,,
224,Warren,18,149,Litchfield,322,NHCOG,3,NHCOG,R,,300,327,353,378,,
225,Warren,18,149,Litchfield,322,NHCOG,3,NHCOG,R,,177,193,208,223,,
226,Washington,19,150,Litchfield,323,NHCOG,3,NHCOG,R,,738,741,742,744,,
227,Washington,19,150,Litchfield,323,NHCOG,3,NHCOG,R,,726,729,730,731,,
228,Washington,19,150,Litchfield,323,NHCOG,3,NHCOG,R,,856,859,861,862,,
229,Washington,19,150,Litchfield,323,NHCOG,3,NHCOG,R,,671,673,675,676,,
230,Washington,19,150,Litchfield,323,NHCOG,3,NHCOG,R,,587,589,591,592,,
613,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2370,2416,2460,2504,,
614,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1790,1825,1858,1891,,
615,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,776,791,806,820,,
616,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,,
617,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,619,631,643,654,,
618,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2617,2668,2717,2765,,
619,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2309,2354,2397,2440,,
620,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1072,1093,1113,1133,,
621,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2005,2044,2081,2118,,
622,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1350,1376,1401,1426,,
623,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1897,1934,1969,2004,,
624,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2414,2461,2506,2551,,
625,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,113,115,117,119,,
626,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2717,2769,2821,2871,,
627,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1931,1968,2005,2040,,
628,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2953,3010,3066,3120,,
629,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1258,1282,1306,1329,,
630,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1792,1827,1860,1893,,
631,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1326,1352,1377,1401,,
632,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,69,70,72,73,,
633,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3127,3187,3246,3304,,
634,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3678,3749,3818,3886,,
635,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3519,3587,3653,3718,,
636,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,481,490,499,508,,
637,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3862,3936,4009,4080,,
638,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2833,2888,2941,2993,,
639,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3703,3774,3844,3912,,
640,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1692,1725,1756,1788,,
641,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1881,1917,1953,1987,,
642,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2385,2431,2476,2520,,
643,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,4461,4546,4630,4713,,
644,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,4161,4240,4319,4396,,
645,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1285,1310,1334,1358,,
646,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2838,2893,2946,2999,,
647,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,,
648,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1463,1491,1519,1546,,
649,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1594,1625,1655,1684,,
650,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3736,3808,3878,3947,,
651,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2488,2536,2583,2629,,
652,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,100,102,104,106,,
653,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1550,1580,1609,1638,,
654,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,253,258,263,268,,
655,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1533,1563,1591,1620,,
656,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2590,2640,2689,2736,,
657,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2116,2157,2197,2236,,
658,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1380,1407,1433,1458,,
659,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3695,3766,3836,3904,,
660,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2266,2310,2352,2394,,
661,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,1987,2025,2063,2099,,
662,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2689,2741,2792,2841,,
663,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,102,104,106,108,,
664,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,0,0,0,0,,
665,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,358,365,372,379,,
666,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,3964,4040,4115,4188,,
667,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2731,2784,2835,2885,,
668,Waterbury,56,151,New Haven,524,NVCOG,5,CNVRMPO,5,,2487,2535,2582,2628,,
1674,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,616,632,647,662,,
1675,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,1051,1078,1104,1130,,
1676,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,1551,1591,1630,1668,,
1677,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,409,420,431,440,,
1678,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,2511,2576,2639,2700,,
1679,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,3171,3252,3332,3410,,
1680,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,928,952,975,998,,
1681,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,716,734,752,770,,
1682,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,2812,2884,2955,3024,,
1683,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,1559,1599,1638,1677,,
1684,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,2420,2482,2543,2603,,
1685,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,1127,1156,1184,1212,,
1686,Waterford,153,152,New London,621,SCCOG,13,SCCOG,13,,646,663,679,695,,
400,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1386,1442,1496,1550,,
401,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,644,670,695,720,,
402,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,3623,3769,3911,4050,,
403,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2061,2144,2225,2305,,
404,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2973,3093,3210,3324,,
405,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2568,2672,2773,2871,,
406,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1480,1540,1598,1655,,
407,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,2443,2542,2638,2732,,
408,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,530,551,572,593,,
409,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,474,493,512,530,,
410,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,1224,1273,1321,1369,,
411,Watertown,42,153,Litchfield,324,NVCOG,5,CNVRMPO,5,,3108,3233,3356,3475,,
1060,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,1244,1256,1267,1278,,
1061,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,1549,1563,1578,1591,,
1062,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3566,3599,3632,3663,,
1063,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2319,2341,2362,2382,,
1064,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3243,3273,3303,3332,,
1065,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,900,909,917,925,,
1066,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,1515,1529,1543,1556,,
1067,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2932,2959,2986,3012,,
1068,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3615,3649,3682,3714,,
1069,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2896,2923,2949,2975,,
1070,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3021,3049,3077,3104,,
1071,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,1680,1696,1711,1726,,
1072,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2665,2690,2714,2738,,
1073,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2196,2216,2236,2256,,
1074,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2496,2519,2542,2564,,
1075,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3979,4016,4051,4087,,
1076,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2718,2743,2768,2792,,
1077,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2190,2210,2230,2250,,
1078,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,2741,2767,2791,2816,,
1079,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3626,3660,3692,3725,,
1080,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3523,3556,3588,3619,,
1081,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3353,3384,3415,3445,,
1082,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,788,796,803,810,,
1083,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,1420,1433,1446,1459,,
1084,West Hartford,85,155,Hartford,226,CRCOG,10,CRCOG,10,,3093,3122,3150,3178,,
815,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2978,2999,3018,3035,,
816,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1670,1682,1692,1702,,
817,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1088,1096,1104,1109,,
