,,,,,,,,,,,Census,2010 Based Population Forecasts,,,,2020 Census Data
524,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1231,1244,1257,1269,,
525,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1896,1916,1936,1955,,
526,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2284,2308,2332,2355,,
527,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1883,1903,1922,1941,,
528,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1017,1028,1038,1049,,
529,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2008,2029,2050,2070,,
530,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1984,2005,2025,2045,,
531,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2301,2325,2349,2372,,
532,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2235,2259,2282,2304,,
533,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1139,1151,1163,1174,,
534,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2057,2079,2100,2121,,
535,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2069,2091,2112,2133,,
536,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1960,1981,2001,2021,,
537,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1999,2020,2041,2061,,
538,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2715,2744,2772,2799,,
539,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2844,2874,2903,2932,,
540,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1407,1422,1436,1451,,
541,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,3444,3479,3515,3550,,
542,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,806,815,823,831,,
543,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1289,1303,1316,1329,,
544,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1794,1813,1831,1850,,
545,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2514,2541,2567,2592,,
546,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1605,1622,1639,1655,,
547,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,1871,1891,1910,1929,,
548,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2186,2209,2232,2254,,
549,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2219,2242,2265,2288,,
550,Milford,49,83,New Haven,513,SCRCOG,8,SCRCOG,8,,2002,2023,2044,2064,,
425,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3457,3748,4032,4310,,
426,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,784,850,914,978,,
427,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3155,3421,3680,3934,,
428,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,4211,4565,4912,5250,,
429,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,2146,2327,2503,2676,,
430,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,3439,3729,4011,4288,,
431,Monroe,45,84,Fairfield,109,MetroCOG,7,GBVMPO,7,,2287,2480,2668,2852,,
1538,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,1585,1661,1735,1807,,
1539,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,2238,2345,2449,2551,,
1540,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,2994,3137,3276,3412,,
1541,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,1169,1225,1279,1333,,
1542,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,407,426,445,464,,
1543,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,1647,1726,1802,1878,,
1544,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,754,790,825,860,,
1545,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,2811,2945,3076,3204,,
1546,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,2031,2128,2223,2315,,
1547,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,1681,1761,1840,1916,,
1548,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,940,985,1029,1072,,
1549,Montville,131,85,New London,611,SCCOG,13,SCCOG,13,,1314,1377,1438,1498,,
342,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,578,614,648,682,,
343,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,537,570,602,634,,
344,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,607,644,681,716,,
345,Morris,33,86,Litchfield,311,NHCOG,3,NHCOG,R,,666,707,747,786,,
599,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2286,2402,2516,2627,,
600,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1070,1125,1178,1230,,
601,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3132,3291,3447,3599,,
602,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,4077,4285,4487,4685,,
603,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1751,1840,1927,2012,,
604,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1435,1508,1579,1649,,
605,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2183,2294,2402,2509,,
606,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3099,3257,3411,3561,,
607,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1245,1308,1370,1431,,
608,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,3316,3485,3649,3811,,
609,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1376,1446,1514,1581,,
610,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2853,2998,3140,3279,,
611,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,2664,2800,2932,3061,,
612,Naugatuck,55,87,New Haven,514,NVCOG,5,CNVRMPO,5,,1375,1445,1513,1580,,
1016,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1325,1327,1328,1329,,
1017,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,3649,3654,3658,3660,,
1018,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2459,2463,2465,2466,,
1019,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,3006,3010,3013,3015,,
1020,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1023,1024,1025,1026,,
1021,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,4787,4794,4798,4800,,
1022,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2821,2826,2828,2829,,
1023,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1577,1579,1581,1582,,
1024,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2160,2163,2165,2166,,
1025,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2282,2285,2287,2289,,
1026,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2465,2469,2471,2472,,
1027,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1991,1994,1996,1997,,
1028,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2656,2660,2662,2664,,
1029,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2183,2186,2188,2190,,
1030,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1468,1470,1471,1472,,
1031,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1512,1514,1516,1517,,
1032,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,4215,4221,4225,4228,,
1033,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1244,1246,1247,1248,,
1034,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2088,2091,2093,2094,,
1035,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2379,2383,2385,2386,,
1036,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2305,2308,2310,2312,,
1037,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2651,2655,2657,2659,,
1038,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1988,1991,1993,1994,,
1039,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1868,1871,1872,1874,,
1040,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2705,2709,2711,2713,,
1041,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,980,981,982,983,,
1042,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,3474,3479,3482,3484,,
1043,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,3019,3023,3026,3028,,
1044,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1988,1991,1993,1994,,
1045,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,1992,1995,1997,1998,,
1046,New Britain,83,88,Hartford,218,CRCOG,10,CRCOG,10,,2946,2950,2953,2955,,
65,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,2169,2229,2287,2344,,
66,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,1770,1819,1866,1912,,
67,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,962,988,1014,1040,,
68,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,3640,3739,3838,3933,,
69,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,1630,1675,1718,1761,,
70,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,2824,2902,2977,3051,,
71,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,1891,1943,1994,2043,,
72,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,2269,2331,2392,2452,,
73,New Canaan,3,89,Fairfield,110,WestCOG,1,SWRMPO,1,,2583,2654,2723,2791,,
172,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,3437,3632,3822,4007,,
173,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,3962,4185,4405,4620,,
174,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,1389,1468,1544,1620,,
175,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,1463,1546,1627,1706,,
176,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,918,970,1021,1070,,
177,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,2712,2866,3015,3162,,
178,New Fairfield,9,90,Fairfield,111,WestCOG,1,HVMPO,2,,0,0,0,0,,
683,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,2928,3191,3447,3698,,
684,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,2009,2189,2365,2538,,
685,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,928,1012,1093,1172,,
686,New Hartford,59,91,Litchfield,312,NHCOG,3,NHCOG,R,,1105,1204,1301,1396,,
839,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,885,889,893,896,,
840,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1168,1174,1178,1183,,
841,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,94,94,95,95,,
842,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,0,0,0,0,,
843,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,14,14,14,15,,
844,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2820,2833,2845,2855,,
845,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,509,512,514,516,,
846,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,3687,3704,3720,3733,,
847,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,271,272,273,274,,
848,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1622,1630,1636,1642,,
849,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2189,2199,2208,2216,,
850,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2691,2704,2715,2725,,
851,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2119,2129,2138,2146,,
852,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1786,1794,1802,1808,,
853,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4090,4109,4126,4141,,
854,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,3232,3247,3261,3273,,
855,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4476,4497,4516,4532,,
856,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1229,1235,1240,1244,,
857,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4573,4595,4613,4630,,
858,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,545,549,551,553,,
859,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4846,4869,4889,4907,,
860,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2760,2773,2784,2795,,
861,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2348,2359,2369,2377,,
862,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2334,2345,2355,2363,,
863,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1493,1500,1506,1512,,
864,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2853,2866,2878,2889,,
865,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,3892,3910,3926,3941,,
866,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,5862,5890,5914,5936,,
867,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2597,2609,2620,2630,,
868,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1581,1588,1595,1601,,
869,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,5448,5474,5496,5516,,
870,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,5366,5391,5413,5433,,
871,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,956,961,964,968,,
872,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4973,4996,5017,5035,,
873,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,5347,5372,5394,5414,,
874,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,5117,5141,5162,5181,,
875,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2370,2381,2391,2400,,
876,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4089,4108,4125,4140,,
877,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,3843,3861,3877,3891,,
878,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2964,2978,2990,3001,,
879,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2687,2700,2711,2721,,
880,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1042,1047,1051,1055,,
881,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2777,2790,2802,2812,,
882,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2308,2319,2328,2337,,
883,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,4310,4330,4348,4364,,
884,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,768,772,775,778,,
885,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2367,2378,2388,2397,,
886,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,565,569,570,572,,
887,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,1738,1746,1753,1760,,
888,New Haven,75,92,New Haven,515,SCRCOG,8,SCRCOG,8,,2178,2188,2197,2205,,
1687,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,452,455,457,459,,
1688,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,1447,1458,1465,1469,,
1689,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,4159,4190,4209,4222,,
1690,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,501,505,507,509,,
1691,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,1290,1300,1306,1310,,
1692,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,2020,2035,2044,2051,,
1693,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,1540,1551,1558,1563,,
1694,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,4177,4207,4227,4240,,
1695,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,1182,1191,1196,1200,,
1696,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,615,620,622,624,,
1697,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,2354,2371,2382,2390,,
1698,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,2713,2733,2746,2754,,
1699,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,1632,1644,1652,1657,,
1700,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,914,921,925,928,,
1701,New London,154,94,New London,612,SCCOG,13,SCCOG,13,,2624,2643,2655,2664,,
183,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1837,2008,2174,2338,,
184,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1304,1425,1543,1659,,
185,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,4253,4648,5034,5412,,
186,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,3433,3752,4063,4368,,
187,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1362,1489,1612,1733,,
188,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1273,1391,1507,1620,,
189,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,2446,2673,2895,3112,,
190,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,2324,2540,2751,2957,,
191,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,2108,2304,2495,2682,,
192,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1536,1679,1818,1955,,
193,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1069,1168,1265,1360,,
194,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,1421,1553,1682,1808,,
195,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,623,682,738,794,,
196,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,867,948,1027,1103,,
197,New Milford,11,95,Litchfield,313,WestCOG,1,HVMPO,2,,2286,2499,2706,2909,,
1047,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,2803,2850,2896,2942,,
1048,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,679,691,702,713,,
1049,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,2851,2899,2946,2992,,
1050,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,1554,1580,1606,1631,,
1051,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,1602,1629,1655,1681,,
1052,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,3248,3303,3356,3408,,
1053,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,1830,1861,1891,1921,,
1054,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,4218,4289,4359,4426,,
1055,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,1994,2028,2060,2093,,
1056,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,2146,2182,2218,2252,,
1057,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,2965,3015,3064,3112,,
1058,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,1857,1888,1919,1949,,
1059,Newington,84,93,Hartford,219,CRCOG,10,CRCOG,10,,2815,2863,2909,2954,,
309,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2409,2631,2847,3059,,
310,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1117,1220,1320,1418,,
311,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,3064,3346,3620,3890,,
312,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2590,2828,3061,3288,,
313,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1087,1187,1285,1380,,
314,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2331,2545,2755,2960,,
315,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1330,1452,1572,1689,,
316,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2099,2292,2480,2665,,
317,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,3684,4023,4353,4677,,
318,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1876,2049,2217,2382,,
319,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2291,2502,2707,2909,,
320,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,1329,1451,1571,1687,,
321,Newtown,29,96,Fairfield,112,WestCOG,1,HVMPO,2,,2353,2570,2781,2988,,
356,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,240,251,257,262,,
357,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,519,541,556,566,,
358,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,516,539,553,563,,
359,Norfolk,36,97,Litchfield,314,NHCOG,3,NHCOG,R,,434,453,465,473,,
1258,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,1073,1137,1199,1260,,
1259,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,2322,2460,2595,2726,,
1260,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,3235,3426,3614,3798,,
1261,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,2268,2403,2534,2663,,
1262,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,1255,1330,1402,1474,,
1263,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,1606,1701,1795,1886,,
1264,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,1442,1528,1611,1693,,
1265,North Branford,99,98,New Haven,516,SCRCOG,8,SCRCOG,8,,1206,1278,1348,1416,,
210,North Canaan,15,99,Litchfield,315,NHCOG,3,NHCOG,R,,1404,1421,1437,1452,,
211,North Canaan,15,99,Litchfield,315,NHCOG,3,NHCOG,R,,878,888,898,908,,
212,North Canaan,15,99,Litchfield,315,NHCOG,3,NHCOG,R,,428,433,438,443,,
213,North Canaan,15,99,Litchfield,315,NHCOG,3,NHCOG,R,,605,612,619,626,,
905,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,2560,2624,2687,2748,,
906,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,1585,1625,1663,1701,,
907,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,1583,1623,1661,1699,,
908,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,3165,3244,3322,3398,,
909,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,1234,1265,1295,1325,,
910,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,3172,3252,3329,3405,,
911,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,2649,2715,2780,2844,,
912,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,1087,1114,1142,1167,,
913,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,3400,3485,3568,3650,,
914,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,1640,1681,1721,1760,,
915,North Haven,77,100,New Haven,517,SCRCOG,8,SCRCOG,8,,2018,2069,2118,2166,,
1737,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,872,925,977,1028,,
1738,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,841,892,942,991,,
1739,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,1067,1132,1196,1258,,
1740,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,1084,1150,1214,1278,,
1741,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,953,1011,1068,1123,,
1742,North Stonington,157,101,New London,613,SCCOG,13,SCCOG,13,,480,510,538,566,,
84,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,3230,3319,3405,3490,,
85,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2056,2112,2168,2221,,
86,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2558,2628,2697,2764,,
87,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1183,1215,1247,1278,,
88,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2535,2605,2672,2739,,
89,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2458,2526,2591,2656,,
90,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2101,2159,2215,2270,,
91,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2134,2193,2250,2306,,
92,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2009,2064,2118,2171,,
93,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2579,2650,2719,2787,,
94,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2506,2575,2642,2708,,
95,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,4613,4740,4863,4984,,
96,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,488,501,514,527,,
97,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1591,1635,1677,1719,,
98,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,4401,4522,4640,4755,,
99,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1422,1461,1499,1536,,
100,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,3215,3303,3389,3474,,
101,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1653,1698,1743,1786,,
102,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,1552,1595,1636,1677,,
103,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2132,2191,2248,2304,,
104,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2662,2735,2806,2876,,
105,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,994,1021,1048,1074,,
106,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,5693,5848,6001,6150,,
107,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2469,2537,2603,2668,,
108,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,2345,2409,2472,2534,,
109,Norwalk,5,102,Fairfield,113,WestCOG,1,SWRMPO,1,,3127,3213,3297,3379,,
